X2,X4,X6,X8,X9_encoded,X10_encoded,X11_encoded,X3_encoded,X5_encoded,X7_encoded,Y
9.13,0.028459761,149.9708,1985.0,2.0,3.0,4.0,0.0,9.0,5.0,8.38
8.75,0.0746272009999999,187.8556,1997.0,1.0,1.0,2.0,1.0,6.0,8.0,7.18
13.3,0.063695084,151.0708,2002.0,1.0,2.0,2.0,0.0,5.0,7.0,7.5
9.0,0.045797829,178.5344,1985.0,2.0,3.0,4.0,1.0,13.0,5.0,7.96
8.31,0.115857223,179.1028,1999.0,2.0,1.0,2.0,1.0,13.0,9.0,8.27
16.75,0.024832806,38.7822,1987.0,3.0,3.0,2.0,1.0,14.0,1.0,6.5
19.75,0.034027909,212.0902,2009.0,2.0,3.0,3.0,0.0,13.0,3.0,8.07
17.1,0.0467695999999999,141.1838,1987.0,3.0,3.0,2.0,1.0,3.0,1.0,7.72
10.5,0.1165767019999999,163.121,1987.0,3.0,3.0,2.0,1.0,0.0,1.0,7.49
6.635,0.0,121.3098,2002.0,1.0,2.0,2.0,1.0,0.0,7.0,7.84
9.395,0.278974075,225.372,1985.0,1.0,1.0,1.0,0.0,14.0,4.0,6.52
14.15,0.035913805,41.4138,1987.0,3.0,3.0,2.0,0.0,14.0,1.0,6.7
13.3,0.079806266,232.53,1997.0,1.0,1.0,2.0,0.0,4.0,8.0,6.55
8.89,0.005505481,102.4016,2007.0,2.0,2.0,2.0,0.0,5.0,2.0,7.91
16.6,0.064625342,176.937,1985.0,1.0,1.0,1.0,1.0,10.0,4.0,5.17
12.15,0.071636937,121.7098,1985.0,2.0,3.0,4.0,0.0,13.0,5.0,8.32
9.1,0.0,173.2054,2002.0,1.0,2.0,2.0,1.0,1.0,7.0,8.06
7.5,0.0326776779999999,239.0906,1999.0,2.0,1.0,2.0,0.0,5.0,9.0,8.69
16.85,0.160760054,192.4478,2007.0,2.0,2.0,2.0,1.0,5.0,2.0,8.49
7.485,0.06911065,109.0228,2004.0,1.0,2.0,2.0,0.0,13.0,6.0,7.84
11.6,0.041177505,140.3154,2007.0,2.0,2.0,2.0,0.0,14.0,2.0,7.84
11.65,0.040081193,227.0694,2009.0,2.0,3.0,3.0,0.0,13.0,3.0,7.04
13.0,0.035307322,47.5034,2007.0,2.0,2.0,2.0,0.0,9.0,2.0,6.52
12.65,0.063017847,159.0578,2002.0,1.0,2.0,2.0,0.0,14.0,7.0,7.64
20.25,0.171938781,92.512,1998.0,1.0,3.0,1.0,1.0,3.0,0.0,5.23
8.6,0.040197932,190.153,2004.0,1.0,2.0,2.0,1.0,3.0,6.0,8.02
12.6,0.049058014,62.7194,2007.0,2.0,2.0,2.0,0.0,1.0,2.0,6.76
17.7,0.01161096,95.041,2004.0,1.0,2.0,2.0,0.0,5.0,6.0,6.77
14.15,0.183507295,82.4276,1997.0,1.0,1.0,2.0,0.0,14.0,8.0,7.04
19.25,0.102349519,52.7956,2007.0,2.0,2.0,2.0,0.0,4.0,2.0,6.83
8.88,0.0867089869999999,151.7682,1987.0,3.0,3.0,2.0,0.0,7.0,1.0,6.64
20.5,0.032835147,40.2822,2002.0,1.0,2.0,2.0,0.0,9.0,7.0,6.56
12.0,0.033809913,180.5976,1985.0,2.0,3.0,4.0,0.0,3.0,5.0,8.98
13.5,0.07266912,160.292,1997.0,1.0,1.0,2.0,0.0,9.0,8.0,7.27
12.15,0.144338493,224.4404,1985.0,2.0,3.0,4.0,0.0,8.0,5.0,8.85
8.89,0.009163216,101.7016,1998.0,1.0,3.0,1.0,0.0,5.0,0.0,4.62
7.855,0.011307038,188.5188,2009.0,2.0,3.0,3.0,0.0,3.0,3.0,6.86
7.235,0.076855628,116.0492,1997.0,1.0,1.0,2.0,0.0,9.0,8.0,7.59
17.25,0.059956876,165.4526,1985.0,2.0,3.0,4.0,0.0,15.0,5.0,8.57
6.92,0.038532062,60.5852,2002.0,1.0,2.0,2.0,0.0,4.0,7.0,7.18
9.3,0.043209581,90.8172,2007.0,2.0,2.0,2.0,0.0,6.0,2.0,6.28
18.5,0.056816465,132.1284,1998.0,1.0,3.0,1.0,0.0,11.0,0.0,5.57
8.02,0.019866705,154.5972,2004.0,1.0,2.0,2.0,0.0,9.0,6.0,7.25
9.195,0.048331717,105.1622,2007.0,2.0,2.0,2.0,0.0,9.0,2.0,7.43
12.8,0.091221855,105.5938,2002.0,1.0,2.0,2.0,0.0,11.0,7.0,7.67
16.6,0.027622076,177.6344,1999.0,2.0,1.0,2.0,0.0,9.0,9.0,7.89
14.0,0.0,53.06399999999999,2004.0,1.0,2.0,2.0,1.0,5.0,6.0,6.81
18.6,0.039355947,246.3802,1999.0,2.0,1.0,2.0,0.0,5.0,9.0,8.91
16.0,0.060836524,226.8404,2004.0,1.0,2.0,2.0,0.0,15.0,6.0,8.75
17.6,0.082316506,160.692,2004.0,1.0,2.0,2.0,0.0,8.0,6.0,7.38
21.25,0.155350299,178.237,2004.0,1.0,2.0,2.0,0.0,13.0,6.0,6.27
7.235,0.076841095,117.5492,2004.0,1.0,2.0,2.0,0.0,9.0,6.0,7.59
14.6,0.151419185,50.3692,2007.0,2.0,2.0,2.0,0.0,14.0,2.0,6.94
13.85,0.026001976,161.52100000000002,2009.0,2.0,3.0,3.0,1.0,5.0,3.0,7.49
13.65,0.073209447,197.6426,2009.0,2.0,3.0,3.0,1.0,5.0,3.0,7.93
11.8,0.041683481,31.29,1985.0,2.0,3.0,4.0,0.0,14.0,5.0,6.8
7.365,0.042560252,226.172,1997.0,1.0,1.0,2.0,0.0,6.0,8.0,8.06
18.35,0.014081156,223.5746,2009.0,2.0,3.0,3.0,0.0,9.0,3.0,8.19
5.465,0.0,132.5626,2009.0,2.0,3.0,3.0,1.0,0.0,3.0,5.57
18.6,0.152918384,99.8358,2007.0,2.0,2.0,2.0,0.0,2.0,2.0,7.55
13.85,0.0309692739999999,140.9154,2007.0,2.0,2.0,2.0,0.0,14.0,2.0,7.44
14.0,0.0603767759999999,154.5656,1987.0,3.0,3.0,2.0,1.0,5.0,1.0,7.81
14.0,0.04192285,54.764,1987.0,3.0,3.0,2.0,1.0,13.0,1.0,7.19
17.7,0.077367431,97.0094,1985.0,2.0,3.0,4.0,0.0,6.0,5.0,7.5
5.905,0.045838211,222.5456,2009.0,2.0,3.0,3.0,0.0,3.0,3.0,8.11
7.27,0.071077939,114.2518,1997.0,1.0,1.0,2.0,0.0,14.0,8.0,7.87
6.155,0.0946598709999999,214.556,1997.0,1.0,1.0,2.0,1.0,10.0,8.0,7.93
19.5,0.077608838,233.4958,2007.0,2.0,2.0,2.0,1.0,14.0,2.0,8.59
15.2,0.021327477,216.8824,2007.0,2.0,2.0,2.0,0.0,3.0,2.0,7.95
12.15,0.042485444,125.0046,2009.0,2.0,3.0,3.0,1.0,3.0,3.0,7.46
10.195,0.025578526,198.8084,1985.0,2.0,3.0,4.0,0.0,9.0,5.0,8.62
12.6,0.0489808,61.9194,2009.0,2.0,3.0,3.0,0.0,1.0,3.0,6.43
14.5,0.019471688,164.821,2004.0,1.0,2.0,2.0,0.0,11.0,6.0,7.66
16.6,0.122918852,173.0738,2007.0,2.0,2.0,2.0,0.0,6.0,2.0,8.25
11.8,0.057373797,151.4366,1987.0,3.0,3.0,2.0,1.0,10.0,1.0,7.22
13.1,0.044155597,178.8318,1987.0,3.0,3.0,2.0,1.0,6.0,1.0,8.29
17.7,0.291865402,115.1834,1998.0,1.0,3.0,1.0,0.0,6.0,0.0,5.85
17.85,0.0,196.5794,1998.0,1.0,3.0,1.0,0.0,1.0,0.0,6.37
12.3,0.064750025,92.6804,2002.0,1.0,2.0,2.0,1.0,15.0,7.0,6.92
11.8,0.098312421,81.4618,1998.0,1.0,3.0,1.0,0.0,8.0,0.0,5.08
6.11,0.191013663,42.1112,1985.0,1.0,1.0,1.0,1.0,14.0,4.0,3.75
11.1,0.176573035,157.4604,2002.0,1.0,2.0,2.0,0.0,0.0,7.0,8.01
5.88,0.060134441,153.0656,1985.0,2.0,3.0,4.0,1.0,5.0,5.0,8.7
11.3,0.0072946519999999,198.1426,2002.0,1.0,2.0,2.0,0.0,10.0,7.0,6.9
12.35,0.128478462,117.944,1985.0,1.0,1.0,1.0,0.0,8.0,4.0,5.48
5.75,0.075107656,112.8176,1987.0,3.0,3.0,2.0,1.0,4.0,1.0,7.23
6.215,0.0493814059999999,226.8062,1985.0,2.0,3.0,4.0,1.0,0.0,5.0,8.46
11.35,0.0451657959999999,100.0016,2009.0,2.0,3.0,3.0,1.0,13.0,3.0,6.92
14.0,0.09415375,165.7526,1985.0,1.0,1.0,1.0,1.0,6.0,4.0,6.49
14.0,0.028907832,130.431,1999.0,2.0,1.0,2.0,0.0,8.0,9.0,6.66
19.75,0.018059621,179.766,2002.0,1.0,2.0,2.0,1.0,5.0,7.0,7.76
6.525,0.090436094,85.0882,1999.0,2.0,1.0,2.0,0.0,9.0,9.0,7.71
10.3,0.146399712,103.9648,1999.0,2.0,1.0,2.0,0.0,10.0,9.0,7.42
5.78,0.0742643559999999,264.7568,1999.0,2.0,1.0,2.0,1.0,13.0,9.0,8.47
11.85,0.0501867259999999,164.1526,2002.0,1.0,2.0,2.0,1.0,6.0,7.0,8.05
16.35,0.020631654,50.1324,2009.0,2.0,3.0,3.0,0.0,6.0,3.0,6.15
16.5,0.01561108,182.5976,1985.0,2.0,3.0,4.0,0.0,9.0,5.0,8.53
10.5,0.041395445,37.6164,1997.0,1.0,1.0,2.0,0.0,6.0,8.0,6.29
19.0,0.097313129,48.0718,1997.0,1.0,1.0,2.0,1.0,5.0,8.0,6.9
14.6,0.059582996,238.8538,1999.0,2.0,1.0,2.0,0.0,11.0,9.0,8.7
6.92,0.0986636519999999,62.9194,1985.0,2.0,3.0,4.0,1.0,4.0,5.0,7.65
13.85,0.101338651,232.63,1985.0,2.0,3.0,4.0,1.0,3.0,5.0,8.59
18.75,0.0521464559999999,104.628,2002.0,1.0,2.0,2.0,0.0,8.0,7.0,6.61
5.26,0.041764487,161.8868,2004.0,1.0,2.0,2.0,1.0,0.0,6.0,8.09
18.25,0.0543441859999999,140.2154,2002.0,1.0,2.0,2.0,0.0,13.0,7.0,7.44
10.3,0.078362484,177.937,1985.0,2.0,3.0,4.0,0.0,0.0,5.0,8.81
15.1,0.052339069,242.7512,1997.0,1.0,1.0,2.0,0.0,10.0,8.0,8.32
15.5,0.042464962,81.5934,1998.0,1.0,3.0,1.0,1.0,0.0,0.0,5.79
13.65,0.0657328829999999,45.7402,1999.0,2.0,1.0,2.0,0.0,5.0,9.0,6.66
16.1,0.023625114,189.3846,2002.0,1.0,2.0,2.0,0.0,14.0,7.0,8.2
11.5,0.051643608,107.3622,1985.0,1.0,1.0,1.0,1.0,13.0,4.0,5.76
12.85,0.165694219,39.7164,1998.0,1.0,3.0,1.0,0.0,5.0,0.0,5.45
9.5,0.041878397,32.99,2004.0,1.0,2.0,2.0,0.0,14.0,6.0,4.89
13.8,0.058091482,245.1802,2004.0,1.0,2.0,2.0,0.0,4.0,6.0,8.64
5.78,0.0,263.7568,2007.0,2.0,2.0,2.0,1.0,13.0,2.0,7.88
19.7,0.026903714,96.0726,2002.0,1.0,2.0,2.0,0.0,9.0,7.0,7.15
14.65,0.0,161.5552,1998.0,1.0,3.0,1.0,0.0,9.0,0.0,5.78
6.67,0.150554711,130.0626,1998.0,1.0,3.0,1.0,1.0,13.0,0.0,4.88
6.11,0.0,131.2968,1998.0,1.0,3.0,1.0,1.0,6.0,0.0,5.56
13.65,0.134975628,260.0936,1998.0,1.0,3.0,1.0,1.0,5.0,0.0,5.56
17.2,0.15616879,160.6578,1987.0,3.0,3.0,2.0,0.0,10.0,1.0,8.21
6.32,0.0,40.2822,2004.0,1.0,2.0,2.0,0.0,10.0,6.0,7.04
4.88,0.133700752,52.9298,1999.0,2.0,1.0,2.0,1.0,0.0,9.0,7.6
5.425,0.115119905,88.3514,2007.0,2.0,2.0,2.0,1.0,0.0,2.0,7.26
15.85,0.1100309969999999,37.2506,1997.0,1.0,1.0,2.0,1.0,5.0,8.0,5.58
7.5,0.051038045,121.7072,2007.0,2.0,2.0,2.0,0.0,3.0,2.0,8.18
12.65,0.062837968,161.5578,1987.0,3.0,3.0,2.0,0.0,14.0,1.0,7.79
14.3,0.017116983,211.956,1985.0,1.0,1.0,1.0,0.0,11.0,4.0,5.36
20.75,0.024129332,124.173,1987.0,3.0,3.0,2.0,0.0,6.0,1.0,7.99
18.35,0.049754975,152.134,1985.0,1.0,1.0,1.0,0.0,4.0,4.0,5.03
9.0,0.0,79.7644,2004.0,1.0,2.0,2.0,0.0,3.0,6.0,7.41
16.1,0.101561568,181.9292,1985.0,2.0,3.0,4.0,0.0,3.0,5.0,8.04
17.1,0.005949644,165.6526,1985.0,2.0,3.0,4.0,0.0,9.0,5.0,8.47
15.6,0.13956116,170.4764,1985.0,2.0,3.0,4.0,1.0,12.0,5.0,8.14
14.1,0.126035694,86.4198,2002.0,1.0,2.0,2.0,0.0,6.0,7.0,7.03
7.55,0.027164679,152.334,2004.0,1.0,2.0,2.0,0.0,3.0,6.0,7.86
13.0,0.099325278,45.406000000000006,1997.0,1.0,1.0,2.0,0.0,9.0,8.0,6.41
20.1,0.04357366,192.8846,1985.0,2.0,3.0,4.0,0.0,7.0,5.0,7.74
8.655,0.082741482,118.7782,1985.0,1.0,1.0,1.0,1.0,13.0,4.0,4.78
12.3,0.064565202,92.9804,1987.0,3.0,3.0,2.0,1.0,15.0,1.0,7.57
16.85,0.084554569,109.8912,1985.0,2.0,3.0,4.0,0.0,13.0,5.0,7.64
6.76,0.058451805,79.9618,1985.0,2.0,3.0,4.0,0.0,8.0,5.0,5.49
17.25,0.113748685,251.3724,2002.0,1.0,2.0,2.0,0.0,9.0,7.0,8.82
15.85,0.020603511,42.7112,2007.0,2.0,2.0,2.0,0.0,9.0,2.0,6.46
18.85,0.052044976,192.1846,2004.0,1.0,2.0,2.0,0.0,8.0,6.0,8.09
16.35,0.062764429,227.6062,2007.0,2.0,2.0,2.0,1.0,6.0,2.0,8.88
14.1,0.0879772619999999,229.0668,2004.0,1.0,2.0,2.0,0.0,4.0,6.0,8.08
7.905,0.010010425,249.0408,2004.0,1.0,2.0,2.0,0.0,13.0,6.0,8.23
12.0,0.033946163,179.3976,1987.0,3.0,3.0,2.0,0.0,3.0,1.0,8.14
12.15,0.058414678,163.4552,2004.0,1.0,2.0,2.0,1.0,6.0,6.0,6.88
10.1,0.027106459,75.367,1999.0,2.0,1.0,2.0,0.0,10.0,9.0,6.28
17.5,0.0270228829999999,262.491,2007.0,2.0,2.0,2.0,0.0,5.0,2.0,8.57
18.35,0.058153409,152.034,1985.0,1.0,1.0,1.0,0.0,4.0,4.0,5.72
17.1,0.128937661,112.3886,2009.0,2.0,3.0,3.0,0.0,6.0,3.0,7.48
7.785,0.088846306,61.451,1999.0,2.0,1.0,2.0,0.0,6.0,9.0,6.63
11.8,0.09357779,125.9704,1987.0,3.0,3.0,2.0,1.0,13.0,1.0,7.54
13.15,0.165694678,171.8764,2002.0,1.0,2.0,2.0,1.0,6.0,7.0,8.24
17.6,0.148392623,41.5796,1985.0,1.0,1.0,1.0,0.0,5.0,4.0,3.72
8.5,0.098438394,51.1324,2007.0,2.0,2.0,2.0,0.0,3.0,2.0,5.56
8.645,0.143303291,96.341,1987.0,3.0,3.0,2.0,0.0,8.0,1.0,5.26
17.6,0.076276208,110.9202,2002.0,1.0,2.0,2.0,1.0,10.0,7.0,7.43
9.1,0.175103435,127.5362,2007.0,2.0,2.0,2.0,0.0,0.0,2.0,8.45
12.8,0.023511371,225.9404,1987.0,3.0,3.0,2.0,1.0,10.0,1.0,8.51
7.63,0.06105276,95.4436,2004.0,1.0,2.0,2.0,0.0,14.0,6.0,7.26
9.285,0.049559042,246.4144,2007.0,2.0,2.0,2.0,1.0,5.0,2.0,7.11
13.6,0.119418124,231.03,2002.0,1.0,2.0,2.0,1.0,4.0,7.0,8.59
8.895,0.072545601,176.237,2002.0,1.0,2.0,2.0,0.0,2.0,7.0,7.48
16.35,0.090486828,195.211,1987.0,3.0,3.0,2.0,0.0,9.0,1.0,7.85
17.6,0.056245075,43.3454,1987.0,3.0,3.0,2.0,0.0,5.0,1.0,6.91
7.975,0.014618973,85.225,1987.0,3.0,3.0,2.0,0.0,0.0,1.0,6.99
15.85,0.0434791259999999,36.7164,2007.0,2.0,2.0,2.0,0.0,15.0,2.0,5.73
15.7,0.045166237,178.666,1987.0,3.0,3.0,2.0,0.0,5.0,1.0,7.83
8.985,0.057827101,128.83100000000002,1997.0,1.0,1.0,2.0,1.0,5.0,8.0,7.26
20.35,0.089394766,260.1594,1987.0,3.0,3.0,2.0,0.0,4.0,1.0,7.65
6.59,0.10550944,85.6908,1987.0,3.0,3.0,2.0,0.0,6.0,1.0,7.57
19.85,0.005234153,264.0884,2004.0,1.0,2.0,2.0,0.0,4.0,6.0,8.67
16.85,0.036390174,91.4488,1997.0,1.0,1.0,2.0,0.0,13.0,8.0,7.64
19.35,0.03292824,173.1738,1985.0,2.0,3.0,4.0,0.0,10.0,5.0,8.9
16.75,0.081252534,256.4988,1987.0,3.0,3.0,2.0,0.0,6.0,1.0,8.92
17.6,0.076552407,110.5202,2007.0,2.0,2.0,2.0,1.0,10.0,2.0,6.11
7.905,0.0167585689999999,250.4408,1998.0,1.0,3.0,1.0,0.0,13.0,0.0,6.22
18.25,0.044248175,126.202,1985.0,2.0,3.0,4.0,0.0,13.0,5.0,8.21
7.785,0.038288087,103.1964,2009.0,2.0,3.0,3.0,1.0,6.0,3.0,6.6
7.825,0.186032678,253.0698,2004.0,1.0,2.0,2.0,0.0,9.0,6.0,8.71
15.75,0.031867464,101.0016,1985.0,2.0,3.0,4.0,0.0,9.0,5.0,7.66
20.75,0.021370201,153.0024,2007.0,2.0,2.0,2.0,0.0,14.0,2.0,7.73
19.75,0.193772568,190.3846,1985.0,1.0,1.0,1.0,0.0,6.0,4.0,6.35
6.26,0.009866049,151.1366,2004.0,1.0,2.0,2.0,1.0,10.0,6.0,7.73
18.2,0.082551042,147.3734,1998.0,1.0,3.0,1.0,0.0,6.0,0.0,5.69
13.0,0.099729888,46.306,2009.0,2.0,3.0,3.0,0.0,9.0,3.0,6.33
